MotorEnergy,Engine,Country,Year,NumCars
Diesel,Less than 1 400 cm³,France,2000,210000
Diesel,Less than 1 400 cm³,France,2001,208000
Diesel,Less than 1 400 cm³,France,2002,265000
Diesel,Less than 1 400 cm³,France,2003,285000
Diesel,Less than 1 400 cm³,France,2004,304000
Diesel,Less than 1 400 cm³,France,2005,321000
Diesel,Less than 1 400 cm³,France,2006,775000
Diesel,Less than 1 400 cm³,France,2007,952000
Diesel,Less than 1 400 cm³,France,2011,7901458
Diesel,Less than 1 400 cm³,France,2012,7365023
Diesel,Less than 1 400 cm³,France,2013,6869365
Diesel,Less than 1 400 cm³,France,2014,6426579
Diesel,Less than 1 400 cm³,France,2015,5963209
Diesel,Less than 1 400 cm³,France,2016,5484354
Diesel,Less than 1 400 cm³,France,2017,5021931
Diesel,Less than 1 400 cm³,France,2018,4431240
Diesel,Less than 1 400 cm³,France,2019,3861525
Diesel,Less than 1 400 cm³,France,2020,3444906
Diesel,Less than 1 400 cm³,France,2021,3166399
Diesel,Less than 1 400 cm³,France,2022,2927971
Diesel,Less than 1 400 cm³,France,2023,2725836
Diesel,Less than 1 400 cm³,Georgia,2017,617
Diesel,Less than 1 400 cm³,Georgia,2018,913
Diesel,Less than 1 400 cm³,Georgia,2019,1638
Diesel,Less than 1 400 cm³,Georgia,2020,1638
Diesel,Less than 1 400 cm³,Georgia,2021,2941
Diesel,Less than 1 400 cm³,Georgia,2022,4326
Diesel,Less than 1 400 cm³,Georgia,2023,6682
Diesel,Less than 1 400 cm³,Croatia,1998,11000
Diesel,Less than 1 400 cm³,Croatia,1999,11000
Diesel,Less than 1 400 cm³,Croatia,2000,11000
Diesel,Less than 1 400 cm³,Croatia,2001,11000
Diesel,Less than 1 400 cm³,Croatia,2002,12000
Diesel,Less than 1 400 cm³,Croatia,2003,14000
Diesel,Less than 1 400 cm³,Croatia,2004,18000
Diesel,Less than 1 400 cm³,Croatia,2005,20000
Diesel,Less than 1 400 cm³,Croatia,2006,22000
Diesel,Less than 1 400 cm³,Croatia,2007,25000
Diesel,Less than 1 400 cm³,Croatia,2008,25000
Diesel,Less than 1 400 cm³,Croatia,2009,25000
Diesel,Less than 1 400 cm³,Croatia,2010,25000
Diesel,Less than 1 400 cm³,Croatia,2011,26000
Diesel,Less than 1 400 cm³,Croatia,2012,26000
Diesel,Less than 1 400 cm³,Croatia,2013,27000
Diesel,Less than 1 400 cm³,Croatia,2014,32000
Diesel,Less than 1 400 cm³,Croatia,2015,35388
Diesel,Less than 1 400 cm³,Croatia,2016,39725
Diesel,Less than 1 400 cm³,Croatia,2017,44864
Diesel,Less than 1 400 cm³,Croatia,2018,50969
Diesel,Less than 1 400 cm³,Croatia,2019,55767
Diesel,Less than 1 400 cm³,Croatia,2020,58397
Diesel,Less than 1 400 cm³,Croatia,2021,61070
Diesel,Less than 1 400 cm³,Croatia,2022,62534
Diesel,Less than 1 400 cm³,Croatia,2023,63076
Diesel,Less than 1 400 cm³,Hungary,1999,32000
Diesel,Less than 1 400 cm³,Hungary,2000,34000
Diesel,Less than 1 400 cm³,Hungary,2001,35400
Diesel,Less than 1 400 cm³,Hungary,2002,38900
Diesel,Less than 1 400 cm³,Hungary,2003,44000
Diesel,Less than 1 400 cm³,Hungary,2004,49000
Diesel,Less than 1 400 cm³,Hungary,2005,30000
Diesel,Less than 1 400 cm³,Hungary,2006,40000
Diesel,Less than 1 400 cm³,Hungary,2007,48000
Diesel,Less than 1 400 cm³,Hungary,2008,53000
Diesel,Less than 1 400 cm³,Hungary,2009,54960
Diesel,Less than 1 400 cm³,Hungary,2010,56310
Diesel,Less than 1 400 cm³,Hungary,2011,57410
Diesel,Less than 1 400 cm³,Hungary,2012,58400
Diesel,Less than 1 400 cm³,Hungary,2013,59781
Diesel,Less than 1 400 cm³,Hungary,2014,60937
Diesel,Less than 1 400 cm³,Hungary,2015,62430
Diesel,Less than 1 400 cm³,Hungary,2016,63848
Diesel,Less than 1 400 cm³,Hungary,2017,65762
Diesel,Less than 1 400 cm³,Hungary,2018,67353
Diesel,Less than 1 400 cm³,Hungary,2019,68483
Diesel,Less than 1 400 cm³,Hungary,2020,68973
Diesel,Less than 1 400 cm³,Hungary,2021,69429
Diesel,Less than 1 400 cm³,Hungary,2022,69616
Diesel,Less than 1 400 cm³,Hungary,2023,69618
Diesel,Less than 1 400 cm³,Ireland,2008,19760
Diesel,Less than 1 400 cm³,Ireland,2009,23980
Diesel,Less than 1 400 cm³,Ireland,2010,29400
Diesel,Less than 1 400 cm³,Ireland,2011,39690
Diesel,Less than 1 400 cm³,Ireland,2012,47640
Diesel,Less than 1 400 cm³,Ireland,2013,55560
Diesel,Less than 1 400 cm³,Ireland,2014,64970
Diesel,Less than 1 400 cm³,Ireland,2015,73150
Diesel,Less than 1 400 cm³,Ireland,2016,80860
Diesel,Less than 1 400 cm³,Ireland,2017,85540
Diesel,Less than 1 400 cm³,Ireland,2018,87010
Diesel,Less than 1 400 cm³,Ireland,2019,87110
Diesel,Less than 1 400 cm³,Ireland,2020,84940
Diesel,Less than 1 400 cm³,Ireland,2021,81010
Diesel,Less than 1 400 cm³,Ireland,2022,77750
Diesel,Less than 1 400 cm³,Ireland,2023,74490
Diesel,Less than 1 400 cm³,Iceland,2004,0
Diesel,Less than 1 400 cm³,Italy,1999,317000
Diesel,Less than 1 400 cm³,Italy,2000,9000
Diesel,Less than 1 400 cm³,Italy,2001,18000
Diesel,Less than 1 400 cm³,Italy,2002,21000
Diesel,Less than 1 400 cm³,Italy,2003,30000
Diesel,Less than 1 400 cm³,Italy,2004,48000
Diesel,Less than 1 400 cm³,Italy,2005,56000
Diesel,Less than 1 400 cm³,Italy,2006,63000
Diesel,Less than 1 400 cm³,Italy,2007,70000
Diesel,Less than 1 400 cm³,Italy,2008,76000
Diesel,Less than 1 400 cm³,Italy,2009,79000
Diesel,Less than 1 400 cm³,Italy,2010,86000
Diesel,Less than 1 400 cm³,Italy,2011,104000
Diesel,Less than 1 400 cm³,Italy,2012,126000
Diesel,Less than 1 400 cm³,Italy,2013,144000
Diesel,Less than 1 400 cm³,Italy,2014,155266
Diesel,Less than 1 400 cm³,Italy,2015,162424
Diesel,Less than 1 400 cm³,Italy,2016,167783
Diesel,Less than 1 400 cm³,Italy,2017,169828
Diesel,Less than 1 400 cm³,Italy,2018,168879
Diesel,Less than 1 400 cm³,Italy,2019,166823
Diesel,Less than 1 400 cm³,Italy,2020,164215
Diesel,Less than 1 400 cm³,Italy,2021,160549
Diesel,Less than 1 400 cm³,Italy,2022,69649
Diesel,Less than 1 400 cm³,Italy,2023,155748
Diesel,Less than 1 400 cm³,Liechtenstein,2000,0
Diesel,Less than 1 400 cm³,Liechtenstein,2001,0
Diesel,Less than 1 400 cm³,Liechtenstein,2002,0
Diesel,Less than 1 400 cm³,Liechtenstein,2003,50
Diesel,Less than 1 400 cm³,Liechtenstein,2004,68
Diesel,Less than 1 400 cm³,Liechtenstein,2005,90
Diesel,Less than 1 400 cm³,Liechtenstein,2006,110
Diesel,Less than 1 400 cm³,Liechtenstein,2007,130
Diesel,Less than 1 400 cm³,Liechtenstein,2008,150
Diesel,Less than 1 400 cm³,Liechtenstein,2009,170
Diesel,Less than 1 400 cm³,Liechtenstein,2010,170
Diesel,Less than 1 400 cm³,Liechtenstein,2011,184
Diesel,Less than 1 400 cm³,Liechtenstein,2012,200
Diesel,Less than 1 400 cm³,Liechtenstein,2013,200
Diesel,Less than 1 400 cm³,Liechtenstein,2014,212
Diesel,Less than 1 400 cm³,Liechtenstein,2015,203
Diesel,Less than 1 400 cm³,Liechtenstein,2016,207
Diesel,Less than 1 400 cm³,Liechtenstein,2017,198
Diesel,Less than 1 400 cm³,Liechtenstein,2018,195
Diesel,Less than 1 400 cm³,Liechtenstein,2019,178
Diesel,Less than 1 400 cm³,Liechtenstein,2020,165
Diesel,Less than 1 400 cm³,Liechtenstein,2021,150
Diesel,Less than 1 400 cm³,Liechtenstein,2022,132
Diesel,Less than 1 400 cm³,Liechtenstein,2023,125
Diesel,Less than 1 400 cm³,Lithuania,2022,23307
Diesel,Less than 1 400 cm³,Lithuania,2023,23235
Diesel,Less than 1 400 cm³,Luxembourg,2000,360
Diesel,Less than 1 400 cm³,Luxembourg,2001,480
Diesel,Less than 1 400 cm³,Luxembourg,2002,1000
Diesel,Less than 1 400 cm³,Luxembourg,2003,2000
Diesel,Less than 1 400 cm³,Luxembourg,2004,4000
Diesel,Less than 1 400 cm³,Luxembourg,2005,6000
Diesel,Less than 1 400 cm³,Luxembourg,2006,8000
Diesel,Less than 1 400 cm³,Luxembourg,2007,10000
Diesel,Less than 1 400 cm³,Luxembourg,2008,11000
Diesel,Less than 1 400 cm³,Luxembourg,2009,11100
Diesel,Less than 1 400 cm³,Luxembourg,2010,11700
Diesel,Less than 1 400 cm³,Luxembourg,2011,12500
Diesel,Less than 1 400 cm³,Luxembourg,2012,13000
Diesel,Less than 1 400 cm³,Luxembourg,2017,9622
Diesel,Less than 1 400 cm³,Luxembourg,2018,8705
Diesel,Less than 1 400 cm³,Luxembourg,2019,7518
Diesel,Less than 1 400 cm³,Luxembourg,2020,6523
Diesel,Less than 1 400 cm³,Luxembourg,2021,5703
Diesel,Less than 1 400 cm³,Luxembourg,2022,5062
Diesel,Less than 1 400 cm³,Luxembourg,2023,4475
Diesel,Less than 1 400 cm³,Latvia,2014,17897
Diesel,Less than 1 400 cm³,Latvia,2015,17023
Diesel,Less than 1 400 cm³,Latvia,2016,14487
Diesel,Less than 1 400 cm³,Latvia,2017,13252
Diesel,Less than 1 400 cm³,Latvia,2018,12621
Diesel,Less than 1 400 cm³,Latvia,2019,11905
Diesel,Less than 1 400 cm³,Latvia,2020,11337
Diesel,Less than 1 400 cm³,Latvia,2021,10827
Diesel,Less than 1 400 cm³,Latvia,2022,10428
Diesel,Less than 1 400 cm³,Latvia,2023,10005
Diesel,Less than 1 400 cm³,Moldova,2013,11920
Diesel,Less than 1 400 cm³,Moldova,2014,15633
Diesel,Less than 1 400 cm³,Moldova,2015,18371
Diesel,Less than 1 400 cm³,Moldova,2016,20837
Diesel,Less than 1 400 cm³,Moldova,2017,23629
Diesel,Less than 1 400 cm³,Moldova,2018,26854
Diesel,Less than 1 400 cm³,Moldova,2019,30260
Diesel,Less than 1 400 cm³,Moldova,2020,33154
Diesel,Less than 1 400 cm³,Moldova,2021,36008
Diesel,Less than 1 400 cm³,Moldova,2022,37606
Diesel,Less than 1 400 cm³,Moldova,2023,38769
Diesel,Less than 1 400 cm³,Montenegro,2016,5737
Diesel,Less than 1 400 cm³,Montenegro,2017,6716
Diesel,Less than 1 400 cm³,Montenegro,2018,7721
Diesel,Less than 1 400 cm³,Montenegro,2019,8580
Diesel,Less than 1 400 cm³,Montenegro,2020,8798
Diesel,Less than 1 400 cm³,Montenegro,2021,8725
Diesel,Less than 1 400 cm³,Montenegro,2022,10173
Diesel,Less than 1 400 cm³,Malta,1999,676
Diesel,Less than 1 400 cm³,Malta,2000,698
Diesel,Less than 1 400 cm³,Malta,2002,1100
Diesel,Less than 1 400 cm³,Malta,2005,3007
Diesel,Less than 1 400 cm³,Malta,2006,3315
Diesel,Less than 1 400 cm³,Malta,2007,3624
Diesel,Less than 1 400 cm³,Malta,2008,3803
Diesel,Less than 1 400 cm³,Malta,2009,4145
Diesel,Less than 1 400 cm³,Malta,2010,4583
Diesel,Less than 1 400 cm³,Malta,2011,5396
Diesel,Less than 1 400 cm³,Malta,2012,5973
Diesel,Less than 1 400 cm³,Malta,2013,6410
Diesel,Less than 1 400 cm³,Malta,2014,6817
Diesel,Less than 1 400 cm³,Malta,2015,7093
Diesel,Less than 1 400 cm³,Malta,2016,7202
Diesel,Less than 1 400 cm³,Malta,2017,7362
Diesel,Less than 1 400 cm³,Malta,2018,7455
Diesel,Less than 1 400 cm³,Malta,2019,7467
Diesel,Less than 1 400 cm³,Malta,2020,7355
Diesel,Less than 1 400 cm³,Malta,2021,7263
Diesel,Less than 1 400 cm³,Malta,2022,7122
Diesel,Less than 1 400 cm³,Malta,2023,6983
Diesel,Less than 1 400 cm³,Netherlands,2004,13000
Diesel,Less than 1 400 cm³,Netherlands,2005,18000
Diesel,Less than 1 400 cm³,Netherlands,2006,24000
Diesel,Less than 1 400 cm³,Netherlands,2007,30000
Diesel,Less than 1 400 cm³,Netherlands,2008,33000
Diesel,Less than 1 400 cm³,Netherlands,2009,33000
Diesel,Less than 1 400 cm³,Netherlands,2010,59000
Diesel,Less than 1 400 cm³,Netherlands,2011,115000
Diesel,Less than 1 400 cm³,Netherlands,2012,145000
Diesel,Less than 1 400 cm³,Netherlands,2015,161345
Diesel,Less than 1 400 cm³,Netherlands,2016,157368
Diesel,Less than 1 400 cm³,Netherlands,2017,151691
Diesel,Less than 1 400 cm³,Netherlands,2018,141192
Diesel,Less than 1 400 cm³,Netherlands,2019,130997
Diesel,Less than 1 400 cm³,Netherlands,2020,118442
Diesel,Less than 1 400 cm³,Netherlands,2021,105003
Diesel,Less than 1 400 cm³,Netherlands,2022,88993
Diesel,Less than 1 400 cm³,Netherlands,2023,73360
Diesel,Less than 1 400 cm³,Norway,2016,49154
Diesel,Less than 1 400 cm³,Norway,2017,48688
Diesel,Less than 1 400 cm³,Norway,2018,47772
Diesel,Less than 1 400 cm³,Norway,2019,46742
Diesel,Less than 1 400 cm³,Norway,2020,45494
Diesel,Less than 1 400 cm³,Norway,2021,43295
Diesel,Less than 1 400 cm³,Norway,2022,40363
Diesel,Less than 1 400 cm³,Norway,2023,36660
Diesel,Less than 1 400 cm³,Poland,2003,90500
Diesel,Less than 1 400 cm³,Poland,2004,83000
Diesel,Less than 1 400 cm³,Poland,2005,56000
Diesel,Less than 1 400 cm³,Poland,2006,75000
Diesel,Less than 1 400 cm³,Poland,2007,96000
Diesel,Less than 1 400 cm³,Poland,2008,124000
Diesel,Less than 1 400 cm³,Poland,2009,142000
Diesel,Less than 1 400 cm³,Poland,2010,165000
Diesel,Less than 1 400 cm³,Poland,2011,190000
Diesel,Less than 1 400 cm³,Poland,2012,210000
Diesel,Less than 1 400 cm³,Poland,2013,232835
Diesel,Less than 1 400 cm³,Poland,2014,254881
Diesel,Less than 1 400 cm³,Portugal,2010,115258
Diesel,Less than 1 400 cm³,Portugal,2011,115258
Diesel,Less than 1 400 cm³,Portugal,2012,115258
Diesel,Less than 1 400 cm³,Portugal,2013,265575
Diesel,Less than 1 400 cm³,Portugal,2014,293784
Diesel,Less than 1 400 cm³,Portugal,2015,302760
Diesel,Less than 1 400 cm³,Portugal,2016,310835
Diesel,Less than 1 400 cm³,Portugal,2017,323488
Diesel,Less than 1 400 cm³,Portugal,2018,330467
Diesel,Less than 1 400 cm³,Portugal,2019,335619
Diesel,Less than 1 400 cm³,Portugal,2020,341242
Diesel,Less than 1 400 cm³,Portugal,2021,340352
Diesel,Less than 1 400 cm³,Portugal,2022,341168
Diesel,Less than 1 400 cm³,Portugal,2023,335624
Diesel,Less than 1 400 cm³,Romania,2008,55000
Diesel,Less than 1 400 cm³,Romania,2009,61000
Diesel,Less than 1 400 cm³,Romania,2010,66000
Diesel,Less than 1 400 cm³,Romania,2011,72000
Diesel,Less than 1 400 cm³,Romania,2012,78000
Diesel,Less than 1 400 cm³,Romania,2013,84164
Diesel,Less than 1 400 cm³,Romania,2014,89973
Diesel,Less than 1 400 cm³,Romania,2015,95978
Diesel,Less than 1 400 cm³,Romania,2016,103085
Diesel,Less than 1 400 cm³,Romania,2017,110166
Diesel,Less than 1 400 cm³,Romania,2018,117057
Diesel,Less than 1 400 cm³,Romania,2019,122480
Diesel,Less than 1 400 cm³,Romania,2020,126832
Diesel,Less than 1 400 cm³,Romania,2021,130803
Diesel,Less than 1 400 cm³,Romania,2022,133721
Diesel,Less than 1 400 cm³,Romania,2023,135949
Diesel,Less than 1 400 cm³,Serbia,2019,79425
Diesel,Less than 1 400 cm³,Serbia,2020,88618
Diesel,Less than 1 400 cm³,Serbia,2021,98486
Diesel,Less than 1 400 cm³,Serbia,2022,104612
Diesel,Less than 1 400 cm³,Serbia,2023,110009
Diesel,Less than 1 400 cm³,Sweden,2009,120593
Diesel,Less than 1 400 cm³,Sweden,2010,115258
Diesel,Less than 1 400 cm³,Sweden,2011,112098
Diesel,Less than 1 400 cm³,Sweden,2012,107123
Diesel,Less than 1 400 cm³,Sweden,2013,101280
Diesel,Less than 1 400 cm³,Sweden,2014,94895
Diesel,Less than 1 400 cm³,Sweden,2015,85074
Diesel,Less than 1 400 cm³,Sweden,2016,75727
Diesel,Less than 1 400 cm³,Sweden,2017,67321
Diesel,Less than 1 400 cm³,Sweden,2018,59912
Diesel,Less than 1 400 cm³,Sweden,2019,54387
Diesel,Less than 1 400 cm³,Sweden,2020,50613
Diesel,Less than 1 400 cm³,Sweden,2021,47030
Diesel,Less than 1 400 cm³,Sweden,2022,43954
Diesel,Less than 1 400 cm³,Sweden,2023,42127
Diesel,Less than 1 400 cm³,Slovenia,1992,2000
Diesel,Less than 1 400 cm³,Slovenia,1993,3000
Diesel,Less than 1 400 cm³,Slovenia,1994,3000
Diesel,Less than 1 400 cm³,Slovenia,1995,3000
Diesel,Less than 1 400 cm³,Slovenia,1996,3000
Diesel,Less than 1 400 cm³,Slovenia,1997,0
Diesel,Less than 1 400 cm³,Slovenia,1998,3000
Diesel,Less than 1 400 cm³,Slovenia,1999,3000
Diesel,Less than 1 400 cm³,Slovenia,2000,3000
Diesel,Less than 1 400 cm³,Slovenia,2001,2000
Diesel,Less than 1 400 cm³,Slovenia,2002,4200
Diesel,Less than 1 400 cm³,Slovenia,2003,4000
Diesel,Less than 1 400 cm³,Slovenia,2005,8000
Diesel,Less than 1 400 cm³,Slovenia,2006,9000
Diesel,Less than 1 400 cm³,Slovenia,2007,10000
Diesel,Less than 1 400 cm³,Slovenia,2008,11480
Diesel,Less than 1 400 cm³,Slovenia,2009,12471
Diesel,Less than 1 400 cm³,Slovenia,2010,13210
Diesel,Less than 1 400 cm³,Slovenia,2011,14010
Diesel,Less than 1 400 cm³,Slovenia,2012,15040
Diesel,Less than 1 400 cm³,Slovenia,2013,15940
Diesel,Less than 1 400 cm³,Slovenia,2014,16757
Diesel,Less than 1 400 cm³,Slovenia,2015,17429
Diesel,Less than 1 400 cm³,Slovenia,2016,18171
Diesel,Less than 1 400 cm³,Slovenia,2017,18513
Diesel,Less than 1 400 cm³,Slovenia,2018,18544
Diesel,Less than 1 400 cm³,Slovenia,2019,18071
Diesel,Less than 1 400 cm³,Slovenia,2020,17331
Diesel,Less than 1 400 cm³,Slovenia,2021,16504
Diesel,Less than 1 400 cm³,Slovenia,2022,15565
Diesel,Less than 1 400 cm³,Slovenia,2023,14640
Diesel,Less than 1 400 cm³,Türkiye,2011,530100
Diesel,Less than 1 400 cm³,Türkiye,2012,638870
Diesel,Less than 1 400 cm³,Türkiye,2013,733983
Diesel,Less than 1 400 cm³,Türkiye,2014,799800
Diesel,Less than 1 400 cm³,Türkiye,2015,865462
Diesel,Less than 1 400 cm³,Türkiye,2016,916668
Diesel,Less than 1 400 cm³,Türkiye,2017,964348
Diesel,Less than 1 400 cm³,Türkiye,2018,593688
Diesel,Less than 1 400 cm³,Türkiye,2019,609090
Diesel,Less than 1 400 cm³,Türkiye,2020,1046831
Diesel,Less than 1 400 cm³,Türkiye,2021,1062645
Diesel,Less than 1 400 cm³,Türkiye,2022,1081226
Diesel,Less than 1 400 cm³,Türkiye,2023,1121686
Diesel,Less than 1 400 cm³,United Kingdom,1996,99000
Diesel,Less than 1 400 cm³,United Kingdom,1997,98000
Diesel,Less than 1 400 cm³,United Kingdom,1998,96000
Diesel,Less than 1 400 cm³,United Kingdom,1999,94000
Diesel,Less than 1 400 cm³,United Kingdom,2000,55000
Diesel,Less than 1 400 cm³,United Kingdom,2001,55000
Diesel,Less than 1 400 cm³,United Kingdom,2002,78000
Diesel,Less than 1 400 cm³,United Kingdom,2003,116000
Diesel,Less than 1 400 cm³,United Kingdom,2004,156929
Diesel,Less than 1 400 cm³,United Kingdom,2005,195560
Diesel,Less than 1 400 cm³,United Kingdom,2008,338000
Diesel,Less than 1 400 cm³,United Kingdom,2009,391000
Diesel,Less than 1 400 cm³,United Kingdom,2010,441000
Diesel,Less than 1 400 cm³,United Kingdom,2011,574000
Diesel,Less than 1 400 cm³,United Kingdom,2012,542000
Diesel,Less than 1 400 cm³,United Kingdom,2015,62910
Diesel,Less than 1 400 cm³,United Kingdom,2016,580448
Diesel,Less than 1 400 cm³,United Kingdom,2017,551664
Diesel,Less than 1 400 cm³,United Kingdom,2018,516926
Diesel,Less than 1 400 cm³,United Kingdom,2021,406489
Diesel,Less than 1 400 cm³,United Kingdom,2022,374494
Diesel,Less than 1 400 cm³,United Kingdom,2023,339787
Diesel,Less than 1 400 cm³,Kosovo*,2017,3150
Diesel,Less than 1 400 cm³,Kosovo*,2018,5181
Diesel,Less than 1 400 cm³,Kosovo*,2019,6506
Diesel,Less than 1 400 cm³,Kosovo*,2021,214
Diesel,Total,Albania,2014,272421
Diesel,Total,Albania,2015,292461
Diesel,Total,Albania,2016,317053
Diesel,Total,Albania,2017,300905
Diesel,Total,Albania,2018,335240
Diesel,Total,Albania,2019,366379
Diesel,Total,Albania,2020,396885
Diesel,Total,Albania,2021,437038
Diesel,Total,Albania,2022,471551
Diesel,Total,Albania,2023,514965
Diesel,Total,Austria,1989,349000
Diesel,Total,Austria,1990,409000
Diesel,Total,Austria,1991,459000
Diesel,Total,Austria,1992,536000
Diesel,Total,Austria,1993,618000
Diesel,Total,Austria,1994,717000
Diesel,Total,Austria,1995,827000
Diesel,Total,Austria,1996,957000
Diesel,Total,Austria,1997,1080000
Diesel,Total,Austria,1998,1207000
Diesel,Total,Austria,1999,1351000
Diesel,Total,Austria,2000,1499000
Diesel,Total,Austria,2001,1637000
Diesel,Total,Austria,2002,1743000
Diesel,Total,Austria,2003,1885000
Diesel,Total,Austria,2004,2022000
Diesel,Total,Austria,2005,2128000
Diesel,Total,Austria,2006,2221000
Diesel,Total,Austria,2007,2283000
Diesel,Total,Austria,2008,2323000
Diesel,Total,Austria,2009,2382000
Diesel,Total,Austria,2010,2446000
Diesel,Total,Austria,2011,2506000
Diesel,Total,Austria,2012,2570000
Diesel,Total,Austria,2013,2621588
Diesel,Total,Austria,2014,2663654
Diesel,Total,Austria,2015,2703999
Diesel,Total,Austria,2016,2750383
Diesel,Total,Austria,2017,2771925
Diesel,Total,Austria,2018,2778795
Diesel,Total,Austria,2019,2779026
Diesel,Total,Austria,2020,2776651
Diesel,Total,Austria,2021,2745471
Diesel,Total,Austria,2022,2692682
Diesel,Total,Austria,2023,2640528
Diesel,Total,Bosnia and Herzegovina,2013,479926
Diesel,Total,Bosnia and Herzegovina,2014,518705
Diesel,Total,Bosnia and Herzegovina,2015,556876
Diesel,Total,Bosnia and Herzegovina,2016,591856
Diesel,Total,Bosnia and Herzegovina,2017,615124
Diesel,Total,Bosnia and Herzegovina,2018,650635
Diesel,Total,Bosnia and Herzegovina,2019,681039
Diesel,Total,Bosnia and Herzegovina,2020,689134
Diesel,Total,Bosnia and Herzegovina,2021,736688
Diesel,Total,Bosnia and Herzegovina,2022,763028
Diesel,Total,Bosnia and Herzegovina,2023,801796
Diesel,Total,Belgium,1992,1144000
Diesel,Total,Belgium,1993,1202000
Diesel,Total,Belgium,1994,1306000
Diesel,Total,Belgium,1995,1394000
Diesel,Total,Belgium,1996,1458000
Diesel,Total,Belgium,1997,1541000
Diesel,Total,Belgium,1998,1643000
Diesel,Total,Belgium,1999,1749000
Diesel,Total,Belgium,2000,1867000
Diesel,Total,Belgium,2001,1971000
Diesel,Total,Belgium,2002,2074000
Diesel,Total,Belgium,2003,2174000
Diesel,Total,Belgium,2004,2301000
Diesel,Total,Belgium,2005,2417000
Diesel,Total,Belgium,2006,2571000
Diesel,Total,Belgium,2007,2731000
Diesel,Total,Belgium,2008,2903000
Diesel,Total,Belgium,2009,3039000
Diesel,Total,Belgium,2010,3181000
Diesel,Total,Belgium,2011,3341000
Diesel,Total,Belgium,2012,3401000
Diesel,Total,Belgium,2013,3445309
Diesel,Total,Belgium,2014,3467763
Diesel,Total,Belgium,2015,3467249
Diesel,Total,Belgium,2016,3399720
Diesel,Total,Belgium,2017,3299815
Diesel,Total,Belgium,2018,3124893
Diesel,Total,Belgium,2019,2931542
Diesel,Total,Belgium,2020,2768630
Diesel,Total,Belgium,2021,2589340
Diesel,Total,Belgium,2022,2398632
Diesel,Total,Belgium,2023,2167055
Diesel,Total,Bulgaria,2016,1237910
Diesel,Total,Bulgaria,2017,1168083
Diesel,Total,Bulgaria,2018,1218434
Diesel,Total,Bulgaria,2019,1289077
Diesel,Total,Bulgaria,2020,1333446
Diesel,Total,Bulgaria,2021,1355862
Diesel,Total,Bulgaria,2022,1404607
Diesel,Total,Bulgaria,2023,1464587
Diesel,Total,Switzerland,1989,74000
Diesel,Total,Switzerland,1990,79000
Diesel,Total,Switzerland,1991,82000
Diesel,Total,Switzerland,1992,84000
Diesel,Total,Switzerland,1993,86000
Diesel,Total,Switzerland,1994,91000
Diesel,Total,Switzerland,1995,96000
Diesel,Total,Switzerland,1996,100000
Diesel,Total,Switzerland,1997,106000
Diesel,Total,Switzerland,1998,113000
Diesel,Total,Switzerland,1999,124000
Diesel,Total,Switzerland,2000,142000
Diesel,Total,Switzerland,2001,171000
Diesel,Total,Switzerland,2002,213000
Diesel,Total,Switzerland,2003,262000
Diesel,Total,Switzerland,2004,319000
Diesel,Total,Switzerland,2005,381000
Diesel,Total,Switzerland,2006,452000
Diesel,Total,Switzerland,2007,525000
Diesel,Total,Switzerland,2008,596000
Diesel,Total,Switzerland,2009,666000
Diesel,Total,Switzerland,2010,739000
Diesel,Total,Switzerland,2011,827000
Diesel,Total,Switzerland,2012,934000
Diesel,Total,Switzerland,2013,1073126
Diesel,Total,Switzerland,2014,1164659
Diesel,Total,Switzerland,2015,1259549
Diesel,Total,Switzerland,2016,1341939
Diesel,Total,Switzerland,2017,1402063
Diesel,Total,Switzerland,2018,1434282
Diesel,Total,Switzerland,2019,1450435
Diesel,Total,Switzerland,2020,1458016
Diesel,Total,Switzerland,2021,1458607
Diesel,Total,Switzerland,2022,1435383
Diesel,Total,Switzerland,2023,1411098
Diesel,Total,Cyprus,1990,12000
Diesel,Total,Cyprus,1994,15000
Diesel,Total,Cyprus,1995,17000
Diesel,Total,Cyprus,1996,19000
Diesel,Total,Cyprus,1997,22000
Diesel,Total,Cyprus,1998,26000
Diesel,Total,Cyprus,1999,29000
Diesel,Total,Cyprus,2000,30000
Diesel,Total,Cyprus,2001,33000
Diesel,Total,Cyprus,2002,33000
Diesel,Total,Cyprus,2003,34000
Diesel,Total,Cyprus,2004,34000
Diesel,Total,Cyprus,2005,33000
Diesel,Total,Cyprus,2006,32000
Diesel,Total,Cyprus,2007,36000
Diesel,Total,Cyprus,2008,40000
Diesel,Total,Cyprus,2009,44000
Diesel,Total,Cyprus,2010,46000
Diesel,Total,Cyprus,2011,48000
Diesel,Total,Cyprus,2012,49000
Diesel,Total,Cyprus,2013,50478
Diesel,Total,Cyprus,2014,54870
Diesel,Total,Cyprus,2015,60592
Diesel,Total,Cyprus,2016,70264
Diesel,Total,Cyprus,2017,83505
Diesel,Total,Cyprus,2018,99381
Diesel,Total,Cyprus,2019,114291
Diesel,Total,Cyprus,2020,123622
Diesel,Total,Cyprus,2021,129661
Diesel,Total,Cyprus,2022,129536
Diesel,Total,Cyprus,2023,132044
Diesel,Total,Czechia,1993,170192
Diesel,Total,Czechia,1994,185783
Diesel,Total,Czechia,1995,200810
Diesel,Total,Czechia,1996,223823
Diesel,Total,Czechia,1997,259209
Diesel,Total,Czechia,1998,295526
