MotorEnergy,Engine,Country,Year,NumCars
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1994,107000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1995,130000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1996,153000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1997,176000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1998,203000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,1999,230000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2000,250000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2001,263000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2002,271100
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2003,270000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2005,271000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2006,269000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2007,269000
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2008,269060
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2009,263696
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2010,255320
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2011,248370
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2012,237220
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2013,225907
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2014,211567
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2015,201453
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2016,192182
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2017,183474
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2018,176855
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2019,171440
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2020,165281
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2021,162515
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2022,163763
Petroleum products,From 1 400 to 1 999 cm³,Slovenia,2023,189031
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2011,1422200
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2012,1364550
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2013,1303434
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2014,1259852
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2015,1251388
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2016,1254607
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2017,1264970
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2018,2206391
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2019,2153761
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2020,1403372
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2021,1370628
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2022,1483719
Petroleum products,From 1 400 to 1 999 cm³,Türkiye,2023,1697030
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,1996,8741000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,1997,8991000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,1998,9212000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,1999,9531000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2000,12585000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2001,10269000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2002,10377000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2003,10368000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2004,10429051
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2005,10418978
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2008,9871000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2009,9533962
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2010,9080000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2011,8669000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2012,8293000
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2015,7406169
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2016,7133192
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2017,6934811
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2018,6920514
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2021,6920548
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2022,7480336
Petroleum products,From 1 400 to 1 999 cm³,United Kingdom,2023,7808381
Petroleum products,From 1 400 to 1 999 cm³,Kosovo*,2017,27013
Petroleum products,From 1 400 to 1 999 cm³,Kosovo*,2018,33069
Petroleum products,From 1 400 to 1 999 cm³,Kosovo*,2019,31849
Petroleum products,From 1 400 to 1 999 cm³,Kosovo*,2021,26630
Petroleum products,2 000 cm³ or over,Albania,2021,11154
Petroleum products,2 000 cm³ or over,Albania,2022,12650
Petroleum products,2 000 cm³ or over,Albania,2023,15075
Petroleum products,2 000 cm³ or over,Austria,1999,261000
Petroleum products,2 000 cm³ or over,Austria,2000,254000
Petroleum products,2 000 cm³ or over,Austria,2001,250000
Petroleum products,2 000 cm³ or over,Austria,2002,226000
Petroleum products,2 000 cm³ or over,Austria,2003,221000
Petroleum products,2 000 cm³ or over,Austria,2004,214000
Petroleum products,2 000 cm³ or over,Austria,2005,207000
Petroleum products,2 000 cm³ or over,Austria,2006,202000
Petroleum products,2 000 cm³ or over,Austria,2007,198000
Petroleum products,2 000 cm³ or over,Austria,2008,196000
Petroleum products,2 000 cm³ or over,Austria,2009,193000
Petroleum products,2 000 cm³ or over,Austria,2010,190000
Petroleum products,2 000 cm³ or over,Austria,2011,184000
Petroleum products,2 000 cm³ or over,Austria,2012,178000
Petroleum products,2 000 cm³ or over,Austria,2013,174689
Petroleum products,2 000 cm³ or over,Austria,2014,168749
Petroleum products,2 000 cm³ or over,Austria,2015,167440
Petroleum products,2 000 cm³ or over,Austria,2016,165668
Petroleum products,2 000 cm³ or over,Austria,2017,165887
Petroleum products,2 000 cm³ or over,Austria,2018,168007
Petroleum products,2 000 cm³ or over,Austria,2019,169691
Petroleum products,2 000 cm³ or over,Austria,2020,173120
Petroleum products,2 000 cm³ or over,Austria,2021,178101
Petroleum products,2 000 cm³ or over,Austria,2022,182966
Petroleum products,2 000 cm³ or over,Austria,2023,189433
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2013,8207
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2014,7588
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2015,9442
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2016,9429
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2017,7226
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2018,7088
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2019,6982
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2020,6486
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2021,6808
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2022,7086
Petroleum products,2 000 cm³ or over,Bosnia and Herzegovina,2023,7443
Petroleum products,2 000 cm³ or over,Belgium,2005,222000
Petroleum products,2 000 cm³ or over,Belgium,2006,205000
Petroleum products,2 000 cm³ or over,Belgium,2007,191000
Petroleum products,2 000 cm³ or over,Belgium,2008,179000
Petroleum products,2 000 cm³ or over,Belgium,2009,170000
Petroleum products,2 000 cm³ or over,Belgium,2010,164000
Petroleum products,2 000 cm³ or over,Belgium,2011,157000
Petroleum products,2 000 cm³ or over,Belgium,2012,146000
Petroleum products,2 000 cm³ or over,Belgium,2013,142579
Petroleum products,2 000 cm³ or over,Belgium,2014,142589
Petroleum products,2 000 cm³ or over,Belgium,2015,145797
Petroleum products,2 000 cm³ or over,Belgium,2016,152995
Petroleum products,2 000 cm³ or over,Belgium,2017,160294
Petroleum products,2 000 cm³ or over,Belgium,2018,167044
Petroleum products,2 000 cm³ or over,Belgium,2019,171724
Petroleum products,2 000 cm³ or over,Belgium,2020,178407
Petroleum products,2 000 cm³ or over,Belgium,2021,189700
Petroleum products,2 000 cm³ or over,Belgium,2022,200195
Petroleum products,2 000 cm³ or over,Belgium,2023,216252
Petroleum products,2 000 cm³ or over,Switzerland,1998,797000
Petroleum products,2 000 cm³ or over,Switzerland,1999,821000
Petroleum products,2 000 cm³ or over,Switzerland,2000,839000
Petroleum products,2 000 cm³ or over,Switzerland,2001,862000
Petroleum products,2 000 cm³ or over,Switzerland,2002,878000
Petroleum products,2 000 cm³ or over,Switzerland,2003,883000
Petroleum products,2 000 cm³ or over,Switzerland,2004,885000
Petroleum products,2 000 cm³ or over,Switzerland,2005,880000
Petroleum products,2 000 cm³ or over,Switzerland,2006,871000
Petroleum products,2 000 cm³ or over,Switzerland,2007,858000
Petroleum products,2 000 cm³ or over,Switzerland,2008,827000
Petroleum products,2 000 cm³ or over,Switzerland,2009,803000
Petroleum products,2 000 cm³ or over,Switzerland,2010,803000
Petroleum products,2 000 cm³ or over,Switzerland,2011,758000
Petroleum products,2 000 cm³ or over,Switzerland,2012,724000
Petroleum products,2 000 cm³ or over,Switzerland,2013,697721
Petroleum products,2 000 cm³ or over,Switzerland,2014,664924
Petroleum products,2 000 cm³ or over,Switzerland,2015,636250
Petroleum products,2 000 cm³ or over,Switzerland,2016,611071
Petroleum products,2 000 cm³ or over,Switzerland,2017,586746
Petroleum products,2 000 cm³ or over,Switzerland,2018,566582
Petroleum products,2 000 cm³ or over,Switzerland,2019,546772
Petroleum products,2 000 cm³ or over,Switzerland,2020,537810
Petroleum products,2 000 cm³ or over,Switzerland,2021,530708
Petroleum products,2 000 cm³ or over,Switzerland,2022,520815
Petroleum products,2 000 cm³ or over,Switzerland,2023,523549
Petroleum products,2 000 cm³ or over,Cyprus,2005,13000
Petroleum products,2 000 cm³ or over,Cyprus,2006,14000
Petroleum products,2 000 cm³ or over,Cyprus,2007,14000
Petroleum products,2 000 cm³ or over,Cyprus,2008,15000
Petroleum products,2 000 cm³ or over,Cyprus,2009,16000
Petroleum products,2 000 cm³ or over,Cyprus,2010,15000
Petroleum products,2 000 cm³ or over,Cyprus,2011,15000
Petroleum products,2 000 cm³ or over,Cyprus,2012,14000
Petroleum products,2 000 cm³ or over,Cyprus,2013,13576
Petroleum products,2 000 cm³ or over,Cyprus,2014,13090
Petroleum products,2 000 cm³ or over,Cyprus,2015,12473
Petroleum products,2 000 cm³ or over,Cyprus,2016,13552
Petroleum products,2 000 cm³ or over,Cyprus,2017,13391
Petroleum products,2 000 cm³ or over,Cyprus,2018,13645
Petroleum products,2 000 cm³ or over,Cyprus,2019,14204
Petroleum products,2 000 cm³ or over,Cyprus,2020,14627
Petroleum products,2 000 cm³ or over,Cyprus,2021,15398
Petroleum products,2 000 cm³ or over,Cyprus,2022,20401
Petroleum products,2 000 cm³ or over,Cyprus,2023,17915
Petroleum products,2 000 cm³ or over,Czechia,2000,87200
Petroleum products,2 000 cm³ or over,Czechia,2001,90200
Petroleum products,2 000 cm³ or over,Czechia,2002,91900
Petroleum products,2 000 cm³ or over,Czechia,2003,94073
Petroleum products,2 000 cm³ or over,Czechia,2004,96000
Petroleum products,2 000 cm³ or over,Czechia,2005,100000
Petroleum products,2 000 cm³ or over,Czechia,2006,103000
Petroleum products,2 000 cm³ or over,Czechia,2007,108000
Petroleum products,2 000 cm³ or over,Czechia,2008,116000
Petroleum products,2 000 cm³ or over,Czechia,2009,118000
Petroleum products,2 000 cm³ or over,Czechia,2010,121000
Petroleum products,2 000 cm³ or over,Czechia,2011,123000
Petroleum products,2 000 cm³ or over,Czechia,2012,120000
Petroleum products,2 000 cm³ or over,Czechia,2013,119339
Petroleum products,2 000 cm³ or over,Czechia,2014,120664
Petroleum products,2 000 cm³ or over,Czechia,2015,129705
Petroleum products,2 000 cm³ or over,Czechia,2016,135561
Petroleum products,2 000 cm³ or over,Czechia,2017,143866
Petroleum products,2 000 cm³ or over,Czechia,2018,136752
Petroleum products,2 000 cm³ or over,Czechia,2019,145253
Petroleum products,2 000 cm³ or over,Czechia,2020,152883
Petroleum products,2 000 cm³ or over,Czechia,2021,154813
Petroleum products,2 000 cm³ or over,Czechia,2022,178498
Petroleum products,2 000 cm³ or over,Czechia,2023,195438
Petroleum products,2 000 cm³ or over,Germany,2011,2913000
Petroleum products,2 000 cm³ or over,Germany,2012,2809000
Petroleum products,2 000 cm³ or over,Germany,2013,2719000
Petroleum products,2 000 cm³ or over,Germany,2014,2656000
Petroleum products,2 000 cm³ or over,Germany,2015,2605000
Petroleum products,2 000 cm³ or over,Germany,2016,2568354
Petroleum products,2 000 cm³ or over,Germany,2017,2586361
Petroleum products,2 000 cm³ or over,Germany,2018,2604032
Petroleum products,2 000 cm³ or over,Germany,2019,2612831
Petroleum products,2 000 cm³ or over,Germany,2020,2636506
Petroleum products,2 000 cm³ or over,Germany,2021,2652849
Petroleum products,2 000 cm³ or over,Germany,2022,2694914
Petroleum products,2 000 cm³ or over,Germany,2023,2712087
Petroleum products,2 000 cm³ or over,Estonia,2001,46800
Petroleum products,2 000 cm³ or over,Estonia,2002,48700
Petroleum products,2 000 cm³ or over,Estonia,2003,56500
Petroleum products,2 000 cm³ or over,Estonia,2004,57000
Petroleum products,2 000 cm³ or over,Estonia,2005,57500
Petroleum products,2 000 cm³ or over,Estonia,2006,56800
Petroleum products,2 000 cm³ or over,Estonia,2007,66900
Petroleum products,2 000 cm³ or over,Estonia,2008,73200
Petroleum products,2 000 cm³ or over,Estonia,2009,74600
Petroleum products,2 000 cm³ or over,Estonia,2010,74950
Petroleum products,2 000 cm³ or over,Estonia,2011,76800
Petroleum products,2 000 cm³ or over,Estonia,2012,78100
Petroleum products,2 000 cm³ or over,Estonia,2013,78487
Petroleum products,2 000 cm³ or over,Estonia,2014,79098
Petroleum products,2 000 cm³ or over,Estonia,2015,79757
Petroleum products,2 000 cm³ or over,Estonia,2016,81086
Petroleum products,2 000 cm³ or over,Estonia,2017,81852
Petroleum products,2 000 cm³ or over,Estonia,2018,82268
Petroleum products,2 000 cm³ or over,Estonia,2019,87016
Petroleum products,2 000 cm³ or over,Estonia,2020,87672
Petroleum products,2 000 cm³ or over,Estonia,2021,88961
Petroleum products,2 000 cm³ or over,Estonia,2022,90809
Petroleum products,2 000 cm³ or over,Estonia,2023,92656
Petroleum products,2 000 cm³ or over,Spain,2006,812000
Petroleum products,2 000 cm³ or over,Spain,2007,820000
Petroleum products,2 000 cm³ or over,Spain,2008,818000
Petroleum products,2 000 cm³ or over,Spain,2009,768000
Petroleum products,2 000 cm³ or over,Spain,2010,758000
Petroleum products,2 000 cm³ or over,Spain,2011,744000
Petroleum products,2 000 cm³ or over,Spain,2012,732000
Petroleum products,2 000 cm³ or over,Spain,2014,670976
Petroleum products,2 000 cm³ or over,Spain,2015,659877
Petroleum products,2 000 cm³ or over,Spain,2016,711529
Petroleum products,2 000 cm³ or over,Spain,2017,713969
Petroleum products,2 000 cm³ or over,Spain,2018,717753
Petroleum products,2 000 cm³ or over,Spain,2019,723767
Petroleum products,2 000 cm³ or over,Spain,2020,732550
Petroleum products,2 000 cm³ or over,Spain,2021,740113
Petroleum products,2 000 cm³ or over,Spain,2022,749562
Petroleum products,2 000 cm³ or over,Spain,2023,759942
Petroleum products,2 000 cm³ or over,Finland,1999,119000
Petroleum products,2 000 cm³ or over,Finland,2000,129000
Petroleum products,2 000 cm³ or over,Finland,2001,140000
Petroleum products,2 000 cm³ or over,Finland,2002,151000
Petroleum products,2 000 cm³ or over,Finland,2003,173000
Petroleum products,2 000 cm³ or over,Finland,2004,200000
Petroleum products,2 000 cm³ or over,Finland,2005,227000
Petroleum products,2 000 cm³ or over,Finland,2006,251000
Petroleum products,2 000 cm³ or over,Finland,2007,269000
Petroleum products,2 000 cm³ or over,Finland,2008,280000
Petroleum products,2 000 cm³ or over,Finland,2009,287000
Petroleum products,2 000 cm³ or over,Finland,2010,294000
Petroleum products,2 000 cm³ or over,Finland,2011,300000
Petroleum products,2 000 cm³ or over,Finland,2012,303000
Petroleum products,2 000 cm³ or over,Finland,2013,306000
Petroleum products,2 000 cm³ or over,Finland,2014,307448
Petroleum products,2 000 cm³ or over,Finland,2015,308982
Petroleum products,2 000 cm³ or over,Finland,2016,312683
Petroleum products,2 000 cm³ or over,Finland,2017,314450
Petroleum products,2 000 cm³ or over,Finland,2018,317213
Petroleum products,2 000 cm³ or over,Finland,2019,322516
Petroleum products,2 000 cm³ or over,Finland,2020,326871
Petroleum products,2 000 cm³ or over,Finland,2021,330606
Petroleum products,2 000 cm³ or over,Finland,2022,334138
Petroleum products,2 000 cm³ or over,Finland,2023,336667
Petroleum products,2 000 cm³ or over,France,1999,635000
Petroleum products,2 000 cm³ or over,France,2000,626000
Petroleum products,2 000 cm³ or over,France,2001,632000
Petroleum products,2 000 cm³ or over,France,2002,640000
Petroleum products,2 000 cm³ or over,France,2003,621000
Petroleum products,2 000 cm³ or over,France,2004,602000
Petroleum products,2 000 cm³ or over,France,2005,581000
Petroleum products,2 000 cm³ or over,France,2006,618000
Petroleum products,2 000 cm³ or over,France,2007,603000
Petroleum products,2 000 cm³ or over,France,2011,282085
Petroleum products,2 000 cm³ or over,France,2012,295690
Petroleum products,2 000 cm³ or over,France,2013,311526
Petroleum products,2 000 cm³ or over,France,2014,323852
Petroleum products,2 000 cm³ or over,France,2015,338717
Petroleum products,2 000 cm³ or over,France,2016,362962
Petroleum products,2 000 cm³ or over,France,2017,388162
Petroleum products,2 000 cm³ or over,France,2018,420771
Petroleum products,2 000 cm³ or over,France,2019,460842
Petroleum products,2 000 cm³ or over,France,2020,493505
Petroleum products,2 000 cm³ or over,France,2021,540744
Petroleum products,2 000 cm³ or over,France,2022,572097
Petroleum products,2 000 cm³ or over,France,2023,616246
Petroleum products,2 000 cm³ or over,Georgia,2017,140839
Petroleum products,2 000 cm³ or over,Georgia,2018,157820
Petroleum products,2 000 cm³ or over,Georgia,2019,167437
Petroleum products,2 000 cm³ or over,Georgia,2020,167437
Petroleum products,2 000 cm³ or over,Georgia,2021,229326
Petroleum products,2 000 cm³ or over,Georgia,2022,243587
Petroleum products,2 000 cm³ or over,Georgia,2023,255818
Petroleum products,2 000 cm³ or over,Croatia,1998,18000
Petroleum products,2 000 cm³ or over,Croatia,1999,19000
Petroleum products,2 000 cm³ or over,Croatia,2000,20000
Petroleum products,2 000 cm³ or over,Croatia,2001,21000
Petroleum products,2 000 cm³ or over,Croatia,2002,23000
Petroleum products,2 000 cm³ or over,Croatia,2003,23000
Petroleum products,2 000 cm³ or over,Croatia,2004,24000
Petroleum products,2 000 cm³ or over,Croatia,2005,25000
Petroleum products,2 000 cm³ or over,Croatia,2006,26000
Petroleum products,2 000 cm³ or over,Croatia,2007,25000
Petroleum products,2 000 cm³ or over,Croatia,2008,25000
Petroleum products,2 000 cm³ or over,Croatia,2009,24000
Petroleum products,2 000 cm³ or over,Croatia,2010,23000
Petroleum products,2 000 cm³ or over,Croatia,2011,23000
Petroleum products,2 000 cm³ or over,Croatia,2012,20000
Petroleum products,2 000 cm³ or over,Croatia,2013,19000
Petroleum products,2 000 cm³ or over,Croatia,2014,18000
Petroleum products,2 000 cm³ or over,Croatia,2015,17704
Petroleum products,2 000 cm³ or over,Croatia,2016,16974
Petroleum products,2 000 cm³ or over,Croatia,2017,16176
Petroleum products,2 000 cm³ or over,Croatia,2018,15652
Petroleum products,2 000 cm³ or over,Croatia,2019,15180
Petroleum products,2 000 cm³ or over,Croatia,2020,14684
Petroleum products,2 000 cm³ or over,Croatia,2021,14887
Petroleum products,2 000 cm³ or over,Croatia,2022,15167
Petroleum products,2 000 cm³ or over,Croatia,2023,15882
Petroleum products,2 000 cm³ or over,Hungary,1999,45000
Petroleum products,2 000 cm³ or over,Hungary,2000,47000
Petroleum products,2 000 cm³ or over,Hungary,2001,50800
Petroleum products,2 000 cm³ or over,Hungary,2002,54800
Petroleum products,2 000 cm³ or over,Hungary,2003,59000
Petroleum products,2 000 cm³ or over,Hungary,2004,60000
Petroleum products,2 000 cm³ or over,Hungary,2005,67000
Petroleum products,2 000 cm³ or over,Hungary,2006,68000
Petroleum products,2 000 cm³ or over,Hungary,2007,68000
Petroleum products,2 000 cm³ or over,Hungary,2008,60000
Petroleum products,2 000 cm³ or over,Hungary,2009,57530
Petroleum products,2 000 cm³ or over,Hungary,2010,55530
Petroleum products,2 000 cm³ or over,Hungary,2011,53270
Petroleum products,2 000 cm³ or over,Hungary,2012,52500
Petroleum products,2 000 cm³ or over,Hungary,2013,52625
Petroleum products,2 000 cm³ or over,Hungary,2014,53419
Petroleum products,2 000 cm³ or over,Hungary,2015,55083
Petroleum products,2 000 cm³ or over,Hungary,2016,57979
Petroleum products,2 000 cm³ or over,Hungary,2017,61907
Petroleum products,2 000 cm³ or over,Hungary,2018,66563
Petroleum products,2 000 cm³ or over,Hungary,2019,71594
Petroleum products,2 000 cm³ or over,Hungary,2020,75221
Petroleum products,2 000 cm³ or over,Hungary,2021,78078
Petroleum products,2 000 cm³ or over,Hungary,2022,80326
Petroleum products,2 000 cm³ or over,Hungary,2023,82370
Petroleum products,2 000 cm³ or over,Ireland,2008,43790
Petroleum products,2 000 cm³ or over,Ireland,2009,40380
Petroleum products,2 000 cm³ or over,Ireland,2010,35710
Petroleum products,2 000 cm³ or over,Ireland,2011,31920
Petroleum products,2 000 cm³ or over,Ireland,2012,27820
Petroleum products,2 000 cm³ or over,Ireland,2013,24840
Petroleum products,2 000 cm³ or over,Ireland,2014,21920
Petroleum products,2 000 cm³ or over,Ireland,2015,19350
Petroleum products,2 000 cm³ or over,Ireland,2016,16630
Petroleum products,2 000 cm³ or over,Ireland,2017,18600
Petroleum products,2 000 cm³ or over,Ireland,2018,18800
Petroleum products,2 000 cm³ or over,Ireland,2019,21310
Petroleum products,2 000 cm³ or over,Ireland,2020,23970
Petroleum products,2 000 cm³ or over,Ireland,2021,28400
Petroleum products,2 000 cm³ or over,Ireland,2022,32620
Petroleum products,2 000 cm³ or over,Ireland,2023,38660
Petroleum products,2 000 cm³ or over,Iceland,1999,26000
Petroleum products,2 000 cm³ or over,Iceland,2000,27000
Petroleum products,2 000 cm³ or over,Iceland,2001,27000
Petroleum products,2 000 cm³ or over,Iceland,2002,27000
Petroleum products,2 000 cm³ or over,Iceland,2003,28000
Petroleum products,2 000 cm³ or over,Iceland,2004,31000
Petroleum products,2 000 cm³ or over,Iceland,2005,32000
Petroleum products,2 000 cm³ or over,Italy,1999,277000
Petroleum products,2 000 cm³ or over,Italy,2000,303000
Petroleum products,2 000 cm³ or over,Italy,2001,334000
Petroleum products,2 000 cm³ or over,Italy,2002,365000
Petroleum products,2 000 cm³ or over,Italy,2003,386000
Petroleum products,2 000 cm³ or over,Italy,2004,395000
Petroleum products,2 000 cm³ or over,Italy,2005,409000
Petroleum products,2 000 cm³ or over,Italy,2006,422000
Petroleum products,2 000 cm³ or over,Italy,2007,428000
Petroleum products,2 000 cm³ or over,Italy,2008,432000
Petroleum products,2 000 cm³ or over,Italy,2009,433000
Petroleum products,2 000 cm³ or over,Italy,2010,429000
Petroleum products,2 000 cm³ or over,Italy,2011,416000
Petroleum products,2 000 cm³ or over,Italy,2012,385000
Petroleum products,2 000 cm³ or over,Italy,2013,361000
Petroleum products,2 000 cm³ or over,Italy,2014,347777
Petroleum products,2 000 cm³ or over,Italy,2015,337587
Petroleum products,2 000 cm³ or over,Italy,2016,337238
Petroleum products,2 000 cm³ or over,Italy,2017,326425
Petroleum products,2 000 cm³ or over,Italy,2018,350920
Petroleum products,2 000 cm³ or over,Italy,2019,366334
Petroleum products,2 000 cm³ or over,Italy,2020,326425
Petroleum products,2 000 cm³ or over,Italy,2021,328541
Petroleum products,2 000 cm³ or over,Italy,2022,1166788
Petroleum products,2 000 cm³ or over,Italy,2023,457018
Petroleum products,2 000 cm³ or over,Liechtenstein,2000,7000
Petroleum products,2 000 cm³ or over,Liechtenstein,2001,7000
Petroleum products,2 000 cm³ or over,Liechtenstein,2002,7000
Petroleum products,2 000 cm³ or over,Liechtenstein,2003,6980
Petroleum products,2 000 cm³ or over,Liechtenstein,2004,7040
Petroleum products,2 000 cm³ or over,Liechtenstein,2005,6740
Petroleum products,2 000 cm³ or over,Liechtenstein,2006,6880
Petroleum products,2 000 cm³ or over,Liechtenstein,2007,6787
Petroleum products,2 000 cm³ or over,Liechtenstein,2008,6950
Petroleum products,2 000 cm³ or over,Liechtenstein,2009,6910
Petroleum products,2 000 cm³ or over,Liechtenstein,2010,6960
Petroleum products,2 000 cm³ or over,Liechtenstein,2011,6722
Petroleum products,2 000 cm³ or over,Liechtenstein,2012,6540
Petroleum products,2 000 cm³ or over,Liechtenstein,2013,6240
Petroleum products,2 000 cm³ or over,Liechtenstein,2014,6050
Petroleum products,2 000 cm³ or over,Liechtenstein,2015,5812
Petroleum products,2 000 cm³ or over,Liechtenstein,2016,5652
Petroleum products,2 000 cm³ or over,Liechtenstein,2017,5516
Petroleum products,2 000 cm³ or over,Liechtenstein,2018,5368
Petroleum products,2 000 cm³ or over,Liechtenstein,2019,5259
Petroleum products,2 000 cm³ or over,Liechtenstein,2020,5194
Petroleum products,2 000 cm³ or over,Liechtenstein,2021,5156
Petroleum products,2 000 cm³ or over,Liechtenstein,2022,5050
Petroleum products,2 000 cm³ or over,Liechtenstein,2023,5085
Petroleum products,2 000 cm³ or over,Lithuania,2022,82630
Petroleum products,2 000 cm³ or over,Lithuania,2023,87728
Petroleum products,2 000 cm³ or over,Luxembourg,2000,39540
Petroleum products,2 000 cm³ or over,Luxembourg,2001,39000
Petroleum products,2 000 cm³ or over,Luxembourg,2002,38000
Petroleum products,2 000 cm³ or over,Luxembourg,2003,37000
Petroleum products,2 000 cm³ or over,Luxembourg,2004,36000
Petroleum products,2 000 cm³ or over,Luxembourg,2005,35000
Petroleum products,2 000 cm³ or over,Luxembourg,2006,33000
Petroleum products,2 000 cm³ or over,Luxembourg,2007,31000
Petroleum products,2 000 cm³ or over,Luxembourg,2008,30000
Petroleum products,2 000 cm³ or over,Luxembourg,2009,27900
Petroleum products,2 000 cm³ or over,Luxembourg,2010,26800
Petroleum products,2 000 cm³ or over,Luxembourg,2011,26000
Petroleum products,2 000 cm³ or over,Luxembourg,2012,25500
Petroleum products,2 000 cm³ or over,Luxembourg,2017,28932
Petroleum products,2 000 cm³ or over,Luxembourg,2018,31266
Petroleum products,2 000 cm³ or over,Luxembourg,2019,33341
Petroleum products,2 000 cm³ or over,Luxembourg,2020,35503
Petroleum products,2 000 cm³ or over,Luxembourg,2021,37173
Petroleum products,2 000 cm³ or over,Luxembourg,2022,38484
Petroleum products,2 000 cm³ or over,Luxembourg,2023,40336
Petroleum products,2 000 cm³ or over,Latvia,2014,34978
Petroleum products,2 000 cm³ or over,Latvia,2015,34399
Petroleum products,2 000 cm³ or over,Latvia,2016,31995
Petroleum products,2 000 cm³ or over,Latvia,2017,31986
Petroleum products,2 000 cm³ or over,Latvia,2018,31122
Petroleum products,2 000 cm³ or over,Latvia,2019,30828
Petroleum products,2 000 cm³ or over,Latvia,2020,30506
Petroleum products,2 000 cm³ or over,Latvia,2021,30853
Petroleum products,2 000 cm³ or over,Latvia,2022,30790
Petroleum products,2 000 cm³ or over,Latvia,2023,31276
Petroleum products,2 000 cm³ or over,Moldova,2013,35580
Petroleum products,2 000 cm³ or over,Moldova,2014,27719
Petroleum products,2 000 cm³ or over,Moldova,2015,27538
Petroleum products,2 000 cm³ or over,Moldova,2016,31203
Petroleum products,2 000 cm³ or over,Moldova,2017,31333
