Country,Year,RoadSpending,GDP,Spending/GDP%
Malta,2002,9894942.93,4168760000.0,0.23735938096700218
Malta,2003,8030705.8,4863850000.0,0.1651100630159236
Malta,2004,13928687.58,5453920000.0,0.25538855685451933
Malta,2005,35791797.0,5680870000.0,0.6300407684034312
Malta,2006,26546945.61,6036870000.0,0.4397468491122055
Malta,2007,25885221.83,7095080000.0,0.3648334032879122
Malta,2008,16097173.42,8162190000.0,0.1972163527190619
Malta,2009,3701352.28,7796400000.0,0.04747514596480427
Malta,2010,12583742.48,8102560000.0,0.15530576114215755
Malta,2011,17340553.11,8711320000.0,0.19905769860365594
Malta,2012,26747405.42,8558240000.0,0.3125339488025576
Malta,2013,11066059.39,9609330000.0,0.11515953130967509
Malta,2014,38522824.59,10582990000.0,0.36400700170745703
Malta,2015,,10094380000.0,
Malta,2016,,10699580000.0,
Malta,2017,,12598840000.0,
Malta,2018,,14383290000.000002,
Malta,2019,,14542600000.0,
Malta,2020,,14571970000.000002,
Malta,2021,,17561480000.0,
Malta,2022,,17110250000.0,
Malta,2023,,19878150000.0,
Netherlands,1995,,403505530000.0,
Netherlands,1996,,401842120000.0,
Netherlands,1997,1122000000.0,372040470000.0,0.30158009423007126
Netherlands,1998,1350000000.0,390901350000.0,0.34535567605484097
Netherlands,1999,1500000000.0,398918470000.0,0.37601668330874727
Netherlands,2000,1727000000.0,371872260000.0,0.46440678312493655
Netherlands,2001,1847000000.0,384959710000.0,0.47979046950134085
Netherlands,2002,2279000000.0,422922660000.0,0.538869210744111
Netherlands,2003,2328000000.0,518238100000.0,0.4492143669097274
Netherlands,2004,2334000000.0,588223250000.0,0.39678812423684373
Netherlands,2005,1636000000.0,612777460000.0,0.2669810994679863
Netherlands,2006,1654000000.0,656493370000.0,0.25194466168028473
Netherlands,2007,1680000000.0,759704000000.0,0.22113875930625612
Netherlands,2008,2194000000.0,852439330000.0,0.2573790207450893
Netherlands,2009,2363000000.0,781420000000.0,0.3023981981520821
Netherlands,2010,2300000000.0,759313290000.0,0.3029052737902164
Netherlands,2011,4849197152.0,812552200000.0,0.5967859236612737
Netherlands,2012,4861963582.0,753140250000.0,0.6455588560032477
Netherlands,2013,4686635404.0,786727960000.0,0.5957123227195332
Netherlands,2014,5147445281.0,802592210000.0,0.6413525096387368
Netherlands,2015,4849447882.0,690481580000.0,0.7023283491501685
Netherlands,2016,4485420208.0,709280160000.0,0.6323904799480081
Netherlands,2017,6294137373.0,754661260000.0,0.8340347791272603
Netherlands,2018,6511487813.0,827837950000.0,0.7865655123686949
Netherlands,2019,6434722608.0,826815340000.0,0.7782538974180135
Netherlands,2020,6958158969.0,829314460000.0,0.8390254004494266
Netherlands,2021,7082106251.0,939103970000.0,0.7541344171934445
Netherlands,2022,7338624685.0,932153960000.0,0.7872760294876611
Netherlands,2023,7667273790.0,1027677660000.0,0.7460776942451002
Poland,1995,638224072.1,124033070000.0,0.5145596026124324
Poland,1996,180319724.1,139723770000.0,0.12905443655005872
Poland,1997,227266607.4,140168770000.0,0.1621378338413043
Poland,1998,299220646.5,153426210000.0,0.1950257693910317
Poland,1999,296678338.2,149635700000.0,0.19826708345668845
Poland,2000,1019511952.0,152735570000.0,0.6675013240203314
Poland,2001,1094550409.0,169816450000.0,0.6445491052250827
Poland,2002,1035941352.0,177172300000.0,0.5847084177379873
Poland,2003,1010617739.0,193867810000.0,0.5212921830601996
Poland,2004,1235382375.0,227209880000.0,0.5437185984165829
Poland,2005,1874906777.0,272610560000.0,0.687760142893951
Poland,2006,2605324639.0,306718030000.0,0.8494201136464004
Poland,2007,3444000952.0,381828690000.0,0.9019754256810822
Poland,2008,4504566015.0,474904000000.0,0.9485213885332614
Poland,2009,5337659938.0,391416660000.0,1.36367724817845
Poland,2010,6509637046.0,423370330000.0,1.5375751640413726
Poland,2011,8323257338.0,466692860000.0,1.7834550410734804
Poland,2012,4382811940.0,440754700000.0,0.9943880212735111
Poland,2013,2464797122.0,459028179999.99994,0.5369598707425762
Poland,2014,1721113634.0,479898680000.0,0.3586410435636122
Poland,2015,2170794683.0,424341320000.0,0.5115680657730903
Poland,2016,3075442295.0,417988500000.0,0.7357719877460743
Poland,2017,3209595188.0,467054200000.0,0.6871997271408757
Poland,2018,2668638220.0,524035560000.0,0.509247544193375
Poland,2019,2415357766.0,530411520000.0,0.4553743037104473
Poland,2020,3207598127.0,533517620000.0,0.6012169058259031
Poland,2021,3169807187.0,606471810000.0,0.5226635656816432
Poland,2022,3041946846.0,614000320000.0,0.49543082420543366
Poland,2023,3713121973.0,722445040000.0,0.5139660136638213
Portugal,1995,737000000.0,105181980000.0,0.7006903654028951
Portugal,1996,748000000.0,109162950000.0,0.6852141683602357
Portugal,1997,970000000.0,104317790000.0,0.9298509870655811
Portugal,1998,905000000.0,110470360000.0,0.8192242697498224
Portugal,1999,552000000.0,113561330000.0,0.48608095731178913
Portugal,2000,961000000.0,105605620000.0,0.9099894494251347
Portugal,2001,1685000000.0,108228450000.0,1.5568919262910998
Portugal,2002,1620000000.0,119882999999.99998,1.3513175345962314
Portugal,2003,1537000000.0,147014650000.0,1.0454740394919826
Portugal,2004,1933000000.0,168473440000.0,1.1473618630924851
Portugal,2005,2112000000.0,175653070000.0,1.202370103750535
Portugal,2006,1940000000.0,185802630000.0,1.0441186973510546
Portugal,2007,1453000000.0,214066360000.0,0.6787614831214022
Portugal,2008,1366000000.0,234415319999.99997,0.5827264190753404
Portugal,2009,951000000.0,217517780000.0,0.43720563900569415
Portugal,2010,1511000000.0,212094120000.0,0.712419561654986
Portugal,2011,,218116750000.0,
Portugal,2012,274000000.0,192561290000.0,0.14229235792925982
Portugal,2013,211000000.0,201528930000.0,0.10469960814062775
Portugal,2014,,204665290000.0,
Portugal,2015,,177478460000.0,
Portugal,2016,,183668410000.0,
Portugal,2017,,196939200000.0,
Portugal,2018,,215756470000.0,
Portugal,2019,,213611570000.0,
Portugal,2020,,203675610000.0,
Portugal,2021,,227577450000.0,
Portugal,2022,,227304220000.0,
Portugal,2023,,255596430000.0,
Romania,1995,352112676.1,31895820000.0,1.1039461474889187
Romania,1996,389545111.8,31765880000.0,1.2263003946372648
Romania,1997,457411299.3,31723160000.0,1.441884412839074
Romania,1998,490265308.2,37863270000.0,1.2948308696000106
Romania,1999,443271119.8,31998170000.0,1.3853014713028902
Romania,2000,630549285.2,33327830000.0,1.89196021823203
Romania,2001,735486351.4,35952440000.0,2.0457202665521446
Romania,2002,634280594.0,40971150000.0,1.5481151834888696
Romania,2003,707380083.6,51433100000.0,1.3753401673241552
Romania,2004,1094879704.0,66802510000.0,1.6389798886299334
Romania,2005,1330885601.0,87706830000.0,1.5174252689328755
Romania,2006,1950686642.0,108681460000.0,1.7948660627120763
Romania,2007,2803858714.0,155599590000.0,1.8019705026215045
Romania,2008,3889793702.0,191855520000.0,2.0274598833538904
Romania,2009,3105245778.0,155361960000.0,1.9987169175775075
Romania,2010,2851137605.0,151561660000.0,1.8811733818434029
Romania,2011,3283631388.0,171623150000.0,1.9132799904907931
Romania,2012,3092797380.0,159526270000.0,1.9387386039929349
Romania,2013,2728712692.0,168948700000.0,1.6151131627529542
Romania,2014,2492631011.0,177983090000.0,1.4004875468787512
Romania,2015,2870287051.0,158310530000.0,1.8130739951410686
Romania,2016,2366794335.0,164947260000.0,1.434879448740161
Romania,2017,2133648521.0,187370810000.0,1.1387304783493224
Romania,2018,2181564246.0,216713220000.0,1.0066595134343903
Romania,2019,,223383770000.0,
Romania,2020,,224012110000.0,
Romania,2021,,254553350000.0,
Romania,2022,,266528300000.0,
Romania,2023,,312455860000.0,
Slovak Republic,1995,53000000.0,17830260000.0,0.2972474882587242
Slovak Republic,1996,79000000.0,19276510000.0,0.40982522251175135
Slovak Republic,1997,315000000.0,19515030000.0,1.6141404855642034
Slovak Republic,1998,300000000.0,20314250000.0,1.476795845281022
Slovak Republic,1999,204000000.0,18571630000.0,1.0984496245079187
Slovak Republic,2000,227000000.0,18449700000.0,1.2303723095768495
Slovak Republic,2001,201000000.0,19064690000.0,1.0543051054069066
Slovak Republic,2002,260000000.0,22150320000.0,1.1737979406166592
Slovak Republic,2003,210000000.0,30335650000.0,0.6922548222965389
Slovak Republic,2004,240000000.0,38439100000.0,0.6243642541058454
Slovak Republic,2005,360000000.0,43713240000.0,0.823549112351315
Slovak Republic,2006,411000000.0,51167880000.0,0.8032382815156697
Slovak Republic,2007,520000000.0,68742710000.0,0.7564438469184587
Slovak Republic,2008,566000000.0,86481300000.0,0.6544767481524908
Slovak Republic,2009,662000000.0,79478780000.0,0.8329267258505981
Slovak Republic,2010,342000000.0,81200930000.0,0.4211774421795415
Slovak Republic,2011,432000000.0,88915450000.0,0.4858548205064474
Slovak Republic,2012,311000000.0,84268760000.0,0.3690572876591515
Slovak Republic,2013,360000000.0,88053930000.0,0.40884035499608024
Slovak Republic,2014,550000000.0,90302070000.0,0.6090668796407436
Slovak Republic,2015,1133782000.0,79129900000.0,1.4328111118553164
Slovak Republic,2016,751418000.0,80035920000.0,0.9388509559207916
Slovak Republic,2017,749613000.0,85098240000.0,0.880879557556067
Slovak Republic,2018,768840000.0,94505540000.0,0.8135396083658165
Slovak Republic,2019,,94093470000.0,
Slovak Republic,2020,752200000.0,94920280000.0,0.7924544681073423
Slovak Republic,2021,1113000000.0,105591380000.0,1.054063314637994
Slovak Republic,2022,1148000000.0,102951640000.0,1.115086656220338
Slovak Republic,2023,860000000.0,118220480000.0,0.7274543294021476
Slovenia,1995,186000000.0,19045110000.0,0.9766286464084482
Slovenia,1996,284000000.0,19117200000.0,1.485573201096395
Slovenia,1997,293000000.0,18484410000.0,1.5851195683281207
Slovenia,1998,263000000.0,19651200000.0,1.3383406611301092
Slovenia,1999,352000000.0,20174520000.0,1.7447750925424745
Slovenia,2000,372000000.0,18033180000.0,2.0628641204712648
Slovenia,2001,284000000.0,18416770000.0,1.5420727956096536
Slovenia,2002,337000000.0,20704070000.0,1.6276992881109849
Slovenia,2003,470000000.0,26165110000.0,1.7962852057568264
Slovenia,2004,496000000.0,30429099999.999996,1.630018633479137
Slovenia,2005,450000000.0,32041780000.0,1.4044163588914222
Slovenia,2006,573000000.0,34970770000.0,1.6385112481080628
Slovenia,2007,666000000.0,42618540000.0,1.5627001769652364
Slovenia,2008,694000000.0,49397670000.0,1.4049245642557633
Slovenia,2009,406000000.0,44429690000.0,0.9138033598703931
Slovenia,2010,221000000.0,42570480000.0,0.5191390841728822
Slovenia,2011,112000000.0,45559100000.0,0.24583453141084877
Slovenia,2012,102000000.0,41114440000.0,0.24808801968359534
Slovenia,2013,104000000.0,42602520000.0,0.24411701467424932
Slovenia,2014,128000000.0,44079030000.0,0.2903875153332548
Slovenia,2015,145000000.0,38015460000.0,0.3814237681196019
Slovenia,2016,149000000.0,39408310000.0,0.378092843869732
Slovenia,2017,217000000.0,42841040000.0,0.5065236511531933
Slovenia,2018,330000000.0,47804570000.0,0.6903105707257695
Slovenia,2019,306000000.0,47985240000.0,0.637696091548151
Slovenia,2020,235000000.0,47474380000.0,0.49500383154029604
Slovenia,2021,298000000.0,54797300000.0,0.543822414608019
Slovenia,2022,422000000.0,53377750000.0,0.7905915854452463
Slovenia,2023,476000000.0,61559520000.0,0.7732353988465147
Spain,1995,4263000000.0,547094570000.0,0.7792071487750281
Spain,1996,4010000000.0,571807200000.0,0.701285328341441
Spain,1997,3977000000.0,525545000000.0,0.7567382431571036
Spain,1998,4787000000.0,551391490000.0,0.8681671891599197
Spain,1999,4328000000.0,565172250000.0,0.7657842365756634
Spain,2000,4792000000.0,532546630000.0,0.8998273071411605
Spain,2001,5558000000.0,558744670000.0,0.9947298468189415
Spain,2002,6874000000.0,630508930000.0,1.0902303953093893
Spain,2003,7321000000.0,807885040000.0,0.9061932871043137
Spain,2004,7244000000.0,951716160000.0,0.7611513079698048
Spain,2005,8580000000.0,1028222340000.0,0.8344498719994743
Spain,2006,8411000000.0,1123103460000.0,0.7489069617860495
Spain,2007,8077000000.0,1314458800000.0,0.6144734243477239
Spain,2008,8522000000.0,1455983040000.0,0.5853090156874354
Spain,2009,9422000000.0,1330517070000.0,0.7081457436694142
Spain,2010,7771000000.0,1271947950000.0,0.610952673024081
Spain,2011,5966000000.0,1323703230000.0,0.45070525362395614
Spain,2012,5316000000.0,1185335820000.0,0.44848049896948194
Spain,2013,4646000000.0,1212364230000.0,0.38321816868516484
Spain,2014,4358000000.0,1228734000000.0,0.35467399778959485
Spain,2015,4259000000.0,1073595430000.0,0.39670437121737745
Spain,2016,3880000000.0,1105978970000.0,0.35082041388183
Spain,2017,3690000000.0,1175946320000.0,0.313789833535939
Spain,2018,3518000000.0,1274739880000.0,0.27597787244249394
Spain,2019,3625000000.0,1249249390000.0,0.29017424615272375
Spain,2020,3660000000.0,1146988390000.0,0.31909651674852607
Spain,2021,3812000000.0,1301372240000.0,0.2929215702342014
Spain,2022,5289000000.0,1288396040000.0,0.4105104203828506
Spain,2023,4997000000.0,1442296620000.0,0.346461326380977
Sweden,1995,911535618.2,237678059999.99997,0.3835169380800231
Sweden,1996,1013551599.0,259839060000.0,0.39006899078221724
Sweden,1997,890100748.7,238744280000.0,0.3728259997265694
Sweden,1998,1047089858.0,241092990000.00003,0.434309540895403
Sweden,1999,926199178.2,244143910000.00003,0.3793660788835568
Sweden,2000,912040161.5,233984560000.0,0.38978647202191463
Sweden,2001,1007379237.0,215823220000.0,0.4667612859265096
Sweden,2002,1295665466.0,237961970000.0,0.5444842577156341
Sweden,2003,1399105695.0,297325860000.0,0.4705630700942058
Sweden,2004,1443068493.0,342247720000.0,0.42164444309519433
Sweden,2005,1297938600.0,348604990000.0,0.3723235860737392
Sweden,2006,1407281727.0,376049920000.0,0.37422737039805776
Sweden,2007,1422704035.0,436146280000.0,0.32619882370657843
Sweden,2008,1604051202.0,458009129999.99994,0.3502225385769057
Sweden,2009,1573540490.0,386538570000.0,0.40708498766371487
Sweden,2010,1666090563.0,438550170000.0,0.37990877144113294
Sweden,2011,1911693030.0,507781490000.0,0.3764794636370065
Sweden,2012,2212089540.0,489270379999.99994,0.4521200608955727
Sweden,2013,2013062829.0,519873920000.0,0.38722135340045527
Sweden,2014,1864811089.0,514179700000.0,0.36267691801134894
Sweden,2015,1861457053.0,446511220000.0,0.41688920000711294
Sweden,2016,2086339294.0,457654019999.99994,0.45587697317724873
Sweden,2017,2374415009.0,477114759999.99994,0.4976611935040534
Sweden,2018,2497001960.0,490667680000.0,0.5088988049915983
Sweden,2019,2503424108.0,473630410000.0,0.5285606783567803
Sweden,2020,2941619550.0,485181720000.0,0.6062923289855191
Sweden,2021,2910555161.0,567096430000.0,0.5132381385296324
Sweden,2022,2895628282.0,516107440000.0,0.561051451224962
Sweden,2023,2773865142.0,520573460000.0,0.5328479753846844
